itemID,userID,listPrice,datePosted,category,postType,itemDescription,keywords,condition
1001240,x2014alk,0,11042017,HOME,L,74c1b9mF9KavZ2SNr9uMRXwCwm4S7f8RGoWNQMLEhFvFlC3nhrIiz8Zj3T93,TURQ,poor
1001241,x2016bmg,$37.00,05002016,HOME,B,R6D55lB10nC5RxOeAkHEjXT34Itj2PJCxzdQZNhlPANQL03J4tmQ5FnQpkBE,BROW,poor
1001242,x2017ahk,0,04102019,HOME,L,ktDggQOoK2ILi2jz6ZVud6Bhi11p4Goi7WBu8djSmTYzNDhwhpmbc3KTIt5P,BLUE,mint
1001243,x2017ano,$94.00,15042017,HOME,B,jc4WhJKOHM9IKTPvn425Ye3RnL5tvPfk2hUPW8zvLZfGlxg7Efqkx0QerDy4,MARO,decent
1001244,x2017acj,0,21102019,HOME,L,XvGK8cByS6xFTyqso0d3lT6IEfIHkO1FAXmVOPPrz6Xiuolk9tvGR3PuriU0,YELL,poor
1001245,x2014adf,$50.00,06022020,HOME,B,WbsylqusmuiVlCz0oQhv9RVL32Pdb00x6V2ARtHe6HHVG3zYYAKEfCbAZGW8,YELL,mint
1001246,x2016atg,0,04082020,HOME,L,TpYwT3nadGM3WYe5yTUXBYXxzPqVFNcFtyNj3FNfAmaivjTBMci0PIy0lFKJ,GREE,poor
1001247,x2016aye,$90.00,20072016,HOME,B,Wg6c3OhJ0tfQH3jEfDNI1mEb49MvzAdXG4FZjwLVGnlZERmK00CKKhRdcVxp,GREY,used
1001248,x2017avh,0,16042015,HOME,L,pSRHR4FqpfaxrUahwvO09dacL2614DF9phJadOWYmehYZR0hAuEDvGXJPa71,GREE,poor
1001249,x2020ayp,$94.00,11082019,HOME,B,qOiu5erZ3x0vUFmxCpW6yuYo3OoM7vLkvz6Z9dkRuuGZWTpW8toN26YUiXFC,ORAN,decent
1001250,x2017bgg,0,08002018,HOME,L,OLPo2DuxRVfhf10BtlJ6lQB7ULjzlJmAdBioC6n2aivCUZ8eNVJWYqbNybP7,AQUA,new
1001251,x2020adc,$62.00,21012018,HOME,B,8YsLMukf4W0kkCuhDFnbu2fCEHFYB3TqHK4cnmnL8vRYZZnxKRAR8ACnDyta,INDI,used
1001252,x2017bcx,0,09112020,HOME,L,R1O63tNUFfJzUemCLuS0sTDpGMvoVK4kXBg1FRK1uuLDeAAOatSaZRY3BCVG,PINK,mint
1001253,x2020bhp,$91.00,11102017,HOME,B,Is16uYd1hdN0M8367etxXNYkl9m4B6WPwRkgZL7W34RqWh1CQwlrcPR3jigf,AQUA,poor
1001254,x2017ake,0,07082015,HOME,L,Md9dRaV8RWdOK4qqiM43rVAEI2eEInGxR5IV9pjaiUNlCe8n1ojkVDym1idw,BLAC,new
1001255,x2015aop,$82.00,24072019,HOME,B,PBGWszGIPj2EJNyhKwL9UxOXQtlzHg6LLIEegsnM1zg5ma1cz8kJZ4przEwD,PURP,mint
1001256,x2019ark,0,23112015,HOME,L,uXtibaBdqbqEVEUFz90I7iIAg7UPpXnTX88ccLqHd2wCRX3srN2ClTkhkFhQ,AQUA,decent
1001257,x2017aef,$52.00,22022018,HOME,B,eygSEgt8FjiWq8OjnV05IleiDzOhAoixYYpxFBLB6VM2ENHRbAkRdVCcqmTN,PINK,mint
1001258,x2020bmf,0,14082016,HOME,L,GKmEkrQMwQEMeqi3alqWayLke3wqVB4H2iJdgGekfS05bZ58IEK1EyawN8q5,NAVY,decent
1001259,x2017awv,$97.00,16042020,HOME,B,xaF8jbkswtwiKO8v2QjegsvniUmRlNYv5OSwIPmRf7C647R8nZjNWJ5YtfDs,WHIT,mint
1001260,x2016ath,0,13082017,HOME,L,I2sibfDumG4U0apnljvjKNQNZTzpmh4vjLLKscjoi9tcjBFg4xMxpttWc91G,ORAN,used
1001261,x2015bbi,$89.00,07022018,HOME,B,Wro2R90Xwfwxq5WRmxsuQoUgnfCbUqoWgdp0M0BwTZwq40FPTWSwT55Bwss7,AQUA,new
1001262,x2018aym,0,15042019,HOME,L,tejqKuxvjxxwM8zr7BlmivI1MOfmdA0abYIhhpJPVIudcg0MJMh387qCml2u,PINK,used
1001263,x2015acu,$120.00,22052016,HOME,B,NJMrHv4Kjy0htfHDYiPxiB7Pmx4odRAKJXfU9qUuettBgsAgilwwGoyt590L,AQUA,new
1001264,x2016afc,0,01012018,HOME,L,UUQhhK1OGLO6ZFGASJcbKNRV3eefC8UTQYQx40ulrztOY6gw0tKGF57rdz3Q,GREE,decent
1001265,x2020biq,$55.00,12002015,HOME,B,OIZYbBHP88IR11OsJXzoOSx9DR57fB6cwTeLFHZhDLcoNQJqxyNfGmOOC0uS,BROW,new
1001266,x2020bad,0,19032018,HOME,L,nwky6OsAm3ElUuydYt352HjzJrgDo1Mj7cY1bWy2XsX8jDy2Tkp9HTsHj59C,MARO,new
1001267,x2014aoz,$19.00,03092020,HOME,B,Ikc3rx6eCl46MKul30qG2zGBRKaNbLtsCwggecADj6Jkpqc8DdGRpxkQ8Dld,PURP,decent
1001268,x2014anp,0,04102017,HOME,L,W0VH359fVVoq1d3HJgOAZadmB7WeMba7fJsZUxOaKSI4pPoiARuyQ8YRmfMV,YELL,mint
1001269,x2017abf,$41.00,12012015,HOME,B,UcR4yw0gIyoqZTmMu3Ofb3oCN4spJTDAAoverNmJ2ntEzFROJBLirldU4kP8,BROW,mint
1001270,x2016amh,0,06072019,HOME,L,0Ms42imszIZDcWLFQ8TlSOxVDg47zjYhBioa2BLa0O2kcP74u0yRutCeB37e,AQUA,new
1001271,x2014apc,$23.00,03092018,HOME,B,BAvOzjkRManrlKj4bYi92G3QGZdif2ilygcDlELJZzs8o7IV11nusNeDkgnV,TURQ,decent
1001272,x2020awc,0,08092016,HOME,L,6biKgr3C0rNhVqswY0fopDNFgO6gMgIqOVGAH7qhcg2ieqeiZzvmLBmJCbht,MARO,decent
1001273,x2020bbe,$106.00,25052016,HOME,B,Dge7Ek9LRML7S6RfUgolOj7ursrqpHmCgCGnV4IHae8StNCExggDZQf20dtM,MARO,new
1001274,x2019bjl,0,25012016,HOME,L,dKCBp0uzpGjWeGNvEL1HUl98yXwDw9JZhzMGDQUjVsGL5IP7pHzidPzRra5Y,BROW,new
1001275,x2018alq,$59.00,14052020,HOME,B,JWkU6cm0zuWTKci4DagmeDJjXM73Y39y3N5h8tS15Fs3meqmcYwdta857QYm,TEAL,used
1001276,x2017ags,0,06032015,HOME,L,3vnZeKar5UW2nZdLBTTlw4g2q7gK1uA0nbssIbs0ANuXyadgIohWBfgrDzwf,YELL,mint
1001277,x2020aeb,$96.00,10112020,HOME,B,MtB9BtAEJdgpzNpA1VnxPSi5BpPsLY1qLYyIOcKnePxR4tDjFyfBhUNl8qWD,PINK,new
1001278,x2020aft,0,19002015,HOME,L,156bG3DPpVUJO75l86KYzgknLWas8JGUdd6XOIlcXGQj9yqnTjreEbEjRXk9,BLAC,decent
1001279,x2015biv,$107.00,24052018,HOME,B,NTcC6Em1NCperJqHQqigkmecCrokT0GLpGdV2UxrQLMNiRV02E4l2nITBS2A,RED,mint
1001280,x2018bin,0,24082019,HOME,L,XFaUJhfN3j4oQ0fpZKg5XP4nbOUZ1aRSZJJqCk2aUZjdAQKMkdZDmhYGP5Bn,RED,used
1001281,x2018aez,$91.00,05022019,HOME,B,f2G0lVhYy27kzJFBNECFVOHyg2a0NJdOZEYXrN1fPnOPb63NY09ESUelvpfY,MARO,new
1001282,x2016aem,0,11112020,HOME,L,ePyfC9kh2RC2TqNXtkR1CGsucLd2NsD7QA3H59wScwTAjnRKaPrFu5Tfc6r4,TEAL,used
1001283,x2015biu,$57.00,04032019,HOME,B,qFh8rGzYEthRFOje69H111j2PUjoFnvkyxz46vf9zJ17K2cGeWHdOnBqhUVF,AQUA,mint
1001284,x2014bjn,0,13112018,HOME,L,SwEjy2xlfPea1aExmKPx3BK98o3uOpwKkQfOKCA1gXjrMS1cSUzNKOIRXJqF,RED,used
1001285,x2017ajc,$54.00,11012018,HOME,B,PeS8OM6Qj1JMQhg1GwvXT6HzGnNqxkQVQcp6jPwJJPIIwvYYUETsdWntMb8H,RED,mint
1001286,x2017biy,0,14002020,HOME,L,UdsjSGWDGkVEWkwRytverMqhMDI9O2Vzk1CuxOrR8SyhTA2q37qyXcJxiXqh,TEAL,new
1001287,x2017axr,$85.00,23072019,HOME,B,OU8cTUMISs28GlXiotBGRT4CZ1bQ9w2kUrPI3b2zrb1N1KQDSIdUZ2nHa5B4,PURP,decent
1001288,x2016afr,0,23112016,HOME,L,SEzGKOVJTCLNQLDjHXW9sxD0uWUWyjFLnNzE9neYa8iZG48jYCLBribQkei0,BROW,mint
1001289,x2018bed,$25.00,18072017,HOME,B,bhnKgOSreNLuGTGsnwmjBgP3N0cvWUbmnOZ6po4FHitIPO8KztzdmWZhBgHN,TURQ,poor
1001290,x2017aby,0,01022019,HOME,L,eZ1AYEV5zyF9jqcJQtgV3isYi5IEnpSzOGzApvpHbJtYdxiJUVi413furF9k,AQUA,decent
1001291,x2014asd,$66.00,11042016,HOME,B,lGnwjxKxGEtBXODAPqm1cxkmpSehrqGNHQAe5rI16946fXIU6n8643SvSUR4,BLUE,new
1001292,x2020bmk,0,09012015,HOME,L,KbcPcKrEBgulzFOHc5RDoVcMZvhBNw18u3V7ICh25ItMSgCJZD1qdvUeOr6d,TURQ,mint
1001293,x2014azl,$84.00,03102017,HOME,B,rr1UeCw3wD2ey0NKJG8ApmuhJ0kzR9M5oM5gPsgMlBpd81eg973r7dZnILrN,GREE,mint
1001294,x2019bfd,0,09112015,HOME,L,GZhFkAw3z8syZNpjydziLQPlxv2mwDtwBZbduEZe2mmdPGOYikrMZrk5Kkot,TURQ,decent
1001295,x2020apt,$36.00,09002020,HOME,B,USJzYbv2fPfHC9SXKg44ftJsl3HqJ19S5dAYOFgwfW7lQhNgsISuI0oReDfs,BLUE,used
1001296,x2018big,0,02022016,HOME,L,NUhmXbVdrSVDwB0nqxP700lJnQzetVCNS3KdgQu2pypxWsDMkuOLeQOpOQv9,OLIV,mint
1001297,x2015aeo,$70.00,12112018,HOME,B,bFvja66KczaW4CVo5918vB5eUy5oYVam6mVjOG60ZwGONRiOGUaSOP2DFoBb,BLAC,poor
1001298,x2020atp,0,20072019,HOME,L,qjcsxhBC3FzjcCRQR5t1h4n3m8ELdZwxOKxy4TxEIUpW0MOKTiUzDDJN0zYr,INDI,poor
1001299,x2016ajm,$102.00,23012016,HOME,B,DrAu5JmEzHcHGe7YMKQtiQvbc2rwEeH0YNvSn6oZ2sCB9i7aeaxDQa3L9T7w,TEAL,decent
1001300,x2020aub,0,08112019,HOME,L,rDodgj3LJLOwps04ePzPEev1DnxwsqpffWrFUfS5zxjhqCOIsW8IK7bFxXzE,YELL,poor
1001301,x2015beh,$108.00,02052019,HOME,B,kmMT1P4e531ECGrSUhu7R8dbOIzeu0x3dDsS2i8lYlkSJG7Op2EqRSYYaLNK,BLAC,decent
1001302,x2019api,0,10022016,HOME,L,noXDR8ckU8BOLoXzoxcUnZSrTTpxxt6cfo9eV8S1ntKuiLVze1pkEUXL87pn,OLIV,used
1001303,x2017afw,$10.00,18052016,HOME,B,GzDf7sBa4zCKzzDzPPGGm2BmJH7XfBPD87bPblJ4hqMwnefZDzA7olnc6NW4,BROW,poor
1001304,x2019ajb,0,15062019,HOME,L,THX1UFgXRkuArrwt6KDnyAjDFqCICkF30cMPJIIGJYsS2nrCDtCSTPGN5TmH,BROW,used
1001305,x2019ajq,$102.00,17012020,HOME,B,PBGWWayTE3oHXVUIGdMHUQh9JZKieOl33vLMXg0dVWW7qKdKJ3IuKKfZbNm8,GREE,poor
1001306,x2018ayy,0,14032020,HOME,L,wYAm3drq6ymsIiPMR8avNngr08ntzrcxOq6SjRo4FOSUihPEuLpj4IgUqX9l,AQUA,new
1001307,x2017avp,$88.00,09012015,HOME,B,7vhSCaAf6F9k8RiFlaWjw0mozDwQPctpdTk5dDv5Dn5gOuBTk9naRHIHqUWR,GOLD,poor
1001308,x2018bgx,0,25012015,HOME,L,WZpSlSgN2uXzFW8Jxup8qBenl0fx9xefPiRInCRRuFlJKiWUFACiNHHMN3lw,PINK,decent
1001309,x2019adt,$102.00,12022016,HOME,B,u8UzdLrWUPyoGvHStbQxC19GyisUOnpe9i2czXYaBmLvT6UN1Xo4P2N6ByVt,MARO,poor
1001310,x2015bdw,0,01072018,HOME,L,q4Qt5MC31gkL8jVFtO2JwXACzifycG19dXcju9ZPHIIvoAA9VVqliH4bhwR9,PURP,mint
1001311,x2017afw,$17.00,06032018,HOME,B,Yxiw2k6E6hVScV35H7bxEXAsppmaEZiFJ5Pas6BYBAXFfunvYu9cgaWGoWDV,BLAC,decent
1001312,x2017blv,0,17102015,HOME,L,CA4UKLKtd3b9bQ975zSEpOAextepK39i7y5YTFRL66wvR9scaTnMeH64YFf0,YELL,mint
1001313,x2018bff,$84.00,17092017,HOME,B,hOOeUSkQknrmr5VRuEpeu2gfnkQDgxBcxl8IcaLOjBUdjG1HKt0ruEAhmY8B,WHIT,used
1001314,x2019aqc,0,25112017,HOME,L,Ixi0dIioy4nscyG8vD55DYzKkrnJ0SeqcF5bwzWTBeJQSVLk2jmRbQl86kcc,TEAL,poor
1001315,x2014aoz,$113.00,15092016,HOME,B,APIG0ip09BaGtElUP6lw7LIBTXuOdwH2TL827H6xCNrNylfBxMu1Bre3LalJ,INDI,used
1001316,x2019aiv,0,02052016,HOME,L,d4O4TnD1mJ1IZe6ltDUzRPU4AbuItlZWNDCiwHP4jMooYn0JQzqoxtEDKuxv,GREY,new
1001317,x2019aqc,$100.00,24042019,HOME,B,jZ66DSWK5Nvt36HVhvkrUenAgcU51qFoRvG2fm0zkMIui03O3u3Hzv3l0gc9,PURP,mint
1001318,x2015arl,0,01072015,HOME,L,qmghUZphrxXBWEceiMYZFMCxymngRosSNTzHhCysau00x7UVamwb3HTDMuiz,BLAC,used
1001319,x2015aaz,$82.00,25012016,HOME,B,BVBxyTANnTOIk8K1A6KI4ABG08vxwscAegsgydLaqL0vypoo8ixkyzmVZEVj,BLUE,poor
1001320,x2016akb,0,14022018,HOME,L,aMbDA84GPLbHW2JmxbA9YphF6KAL09KnbwkCIRS6zGi1Wjgir812TIJRZb3c,GOLD,decent
1001321,x2017bkg,$73.00,20072017,HOME,B,fhACSWsx3GgNWLAYFAz8kZmwJUOshnCxbIV8wadTMdhK35muTqadzFcOtNTl,WHIT,mint
1001322,x2015aov,0,24052019,HOME,L,cmxcPaVBBTrUJsyimcGMGPyc2RARLZ165sPs75IQqca1WqZx3MlJwpDibbbx,OLIV,poor
1001323,x2017aam,$68.00,13052016,HOME,B,F5GyuupuEWZ9GVmWVxcAMk7lY4mH64TOm2BsHEojXDS4q8ivHwZb0J6dlDR0,RED,new
1001324,x2016amh,0,05102017,HOME,L,rIal9cbVGeokM8QBeaIrokmE6LllVTqmXSaIbWkWTqMOnVColQUkAKwujZjV,GOLD,new
1001325,x2017ake,$52.00,25062016,HOME,B,9ASpU342hO8n0Yv03sl3cDOPomaT0FoEKbcAO3SMLL93FnYagDXsovAPxZsk,GREE,mint
1001326,x2018ama,0,09062016,HOME,L,vn7T6Jw68vzQRiALYaUUWz2xYoIxvJEjxA23IMlMuscrkqwND8GRI6hYAIQu,WHIT,used
1001327,x2014avq,$104.00,16082018,HOME,B,z8QWU5lgCy71f1HRiXhq7UQ7SXATCmwlBUVlKsmgoH3zRrO0IikEFbjVq8ax,SILV,poor
1001328,x2015agp,0,15062020,HOME,L,zxbckusDeqzIKTFyuYiDU10v25H27Pm4Qdcf1aL86uv7PGMPTlFZubg8oSQZ,BLUE,decent
1001329,x2015agg,$86.00,14052015,HOME,B,HDKjbcNmwjKS1kfvQhL6ve6f6Z7ByiYB1wcYd53k1YXJ21AVgcaymk9xYaYJ,GREY,poor
1001330,x2016akb,0,17012016,HOME,L,QS89hziwMLcWn84ax2po8bsj5rAW364V37cVqFOd3E2kWamqFT034uUaMyXG,BROW,poor
1001331,x2015asg,$80.00,12082016,HOME,B,dEujoLaapuSsf0pyJxgj7gwJ9T0VfeqdJJ60RGiYl7XwbC7iqZhT6MQ7jo5J,ORAN,decent
1001332,x2015bfl,0,19112019,HOME,L,J8n9kGOP0sQ5e09PFuSlkQQCJV0NFU8DFEienBdIKqhB0zoF5wmIfWcd1A8w,RED,mint
1001333,x2018bmd,$33.00,19002016,HOME,B,r6uxguSpRZfKnG7ldSFkrvBRuL1BVOjYDVJ7RvenFN4kz8bFTgJeJpEonoGW,MARO,used
1001334,x2019ayv,0,05112020,HOME,L,xjVcKjxACsBulQJ88WeU8rIizTLPOAFMaahN6Z6kPOdJopwYn2gS7cCrCGow,MARO,poor
1001335,x2015atn,$75.00,17102018,HOME,B,J3L5Z3KymCPGM05fUb8p7e02NNhXiR1EwNJYUPX7QfRl3O3ZuCzqZdG74GD2,BLAC,new
1001336,x2019avr,0,15032018,HOME,L,De91iIkbSEdKzV4TwF7tX38FnxNz2fs7vTEtM4QqUATp6FUk9nR90Jtoie7M,BLAC,decent
1001337,x2019bhg,$98.00,04032020,HOME,B,qt92xELU5QqAYggmofEIAVh5Stbi6e60h1YRbApTwgoZhDyHn2nZmdr75NzZ,WHIT,used
1001338,x2015bfx,0,09082018,HOME,L,rQGsW6ySXXBAaIT8dvzPqyx1tj2FFI3iIa7g75RXCAj9lc2Fn9GlTDtNNS9s,SILV,used
1001339,x2015bgy,$114.00,13052020,HOME,B,x2F8dCB1511UD2svussJlf4Rao9Tln1PZpuGfYT5DTJ3wqVanItiPDb13su3,GREY,mint
1001340,x2016avj,0,10052020,HOME,L,ukgW9r8mRgYGBEFo7S5p8Wc4b3maGjYQrM0qRMjDit9QdJGy8I1CENbyP5Dm,AQUA,new
1001341,x2020atf,$110.00,10032018,HOME,B,gb0qPQwFjrn1i8g4UEW2LfTJYuHRZWgBH74TB6a7F3YPkFny3BCzsQNafX7x,YELL,mint
1001342,x2014aag,0,25092017,HOME,L,ag3zIWbAzW79nJ7tyukDtlAb06Cw5qR8cirtGscTj79ftZpisRQeaQ3ItmcV,AQUA,mint
1001343,x2014aiz,$104.00,05072019,HOME,B,GUu0gJOzpceFf2rLHRM7QSGZOsDYf6IDZlNbGvP6z9A4Zwhwu06kENqDSMKq,ORAN,new
1001344,x2016ate,0,22092020,HOME,L,t58qtt48c5KbBNr1j3qSacqQVkFBLc7DLkOpZMdNQpaewpbzIxo7uiUoToQM,PINK,poor
1001345,x2017bbc,$18.00,02092019,HOME,B,Pu0RzwJDPEs5Dw59fJWdTqRorLbM0F6ooZvioRjz7yKf8GfibJc5uCPrw0Cd,RED,new
1001346,x2017bfs,0,05012020,HOME,L,0mE0UhoQlFpUQYD82lZfqGM3n1si9A0BBRYzM9FXybimJT7OPVIOVvec7sQA,MARO,mint
1001347,x2018bmb,$56.00,09062017,HOME,B,7oICFr4PeOM405jfNvjgN56N4kyJAlbuHaIGy2nfq4Y7Hi0Q5YMc4ADEEM19,OLIV,used
1001348,x2018alq,0,01112017,HOME,L,9rQI3jDSkgBR5htYutbbqDLGPpPAp6CcyXydozOQePGQlKABMIJVrQFTWcdd,PURP,decent
1001349,x2017bkg,$54.00,09112019,HOME,B,o9HSvqVvGDqouecdgMZmEP3McjOudQNGXBLcG1pWkFXfgLpKg3YfkjqlrQmi,INDI,used
1001350,x2015aqh,0,07062018,HOME,L,CeVW3MFGcTKEVt06gELVziEbgTNr0JzWqsluSDa5fbKLJgsijIqJkIQ1h6mp,PINK,new
1001351,x2018acs,$13.00,16102016,HOME,B,ZKhUrTHpZAkLR9fOF7ieQNCdHOSO7PuG5grN5PaFMzTmUR96809FEheTOT3p,PURP,decent
1001352,x2020aki,0,01102015,HOME,L,UIsdFEMzRNNxI9ZzkZN2qRF2xgUTV0au4xlE5SfPNeI7qwSslwrNcCmMrIDC,MARO,mint
1001353,x2015awm,$90.00,12052015,HOME,B,L72Sk19sP7hoscfxd9eW3BMZ71dpfMMu7nnd9y7PdQwZjGH3t58YdJ4yKQcZ,TEAL,mint
1001354,x2019anv,0,15102016,HOME,L,dUZcMlKPQX5j7EMDZTz4Q8p2uFHhtAUM5SSxuzO3PdBIDjGYMlnBAx1j3kEV,OLIV,poor
1001355,x2019bjl,$74.00,12002016,HOME,B,jpY1QpPa1ad6ONQRR65eavbd0H1Fe54t8cIkePwCFAqk9fNjpCGvcyVRQZX1,ORAN,decent
1001356,x2017aai,0,24022015,HOME,L,xCBVIoYrJj0anGsH16aygtPkrxqnB4GmbjL5NQdRJiPrivm4HJgvH0Ti6945,ORAN,decent
1001357,x2020bkb,$36.00,20042019,HOME,B,jmiQUcGGAQ7soGHw6asoiHN6MzHTAYE00YYDmLhPVVEOcZjLtZT9oLKC5PTP,MARO,poor
1001358,x2020bmk,0,04012019,HOME,L,N2l6C8oPNTYMZ5R8Urg1S6Gpr6rSaHsOUlr1tzfalOwOYvdUS8KZvEO2aUwc,TURQ,mint
1001359,x2019anv,$99.00,10032020,HOME,B,XSE91obmWLtibkWH6XhUs7iXffQkH5QUYK2b8WhQv5P1uTyaxOq27X1BHK57,INDI,used
1001360,x2014axh,0,07082020,HOME,L,p0OgFrYmNIc5tH4Cj7sjpft47g5sSR1Aut7GbwIgsnMvQbDAboqe63ynSmmB,GREE,decent
1001361,x2014aiz,$107.00,10002020,HOME,B,NNZkzQKKwZdQj6FrkcPiJZCTFkqVbvtecA9hsLlGLJzdWBxDCSb1frdrqCxK,PINK,used
1001362,x2019ame,0,21102017,HOME,L,D06bFmxhF6mC1J6tezcPoGFc7F1GCIZwiNr50kFSqUiZnosuCZcQLKrSjfIx,NAVY,mint
1001363,x2014bdx,$61.00,01102020,HOME,B,FHz7CbhEkTgrk5eilheZAm3SDPr3ZYYK4YVHZKbsqipWtwt4CYIQuYeU5bsS,PURP,used
1001364,x2014ahg,0,04062017,HOME,L,PWQkgNWNOtm1wT3gFYCxvg4Hs9ZzyG3onuUrqxDPGD0MYz0P0QVg2DI6WHNp,GREY,decent
1001365,x2018acf,$54.00,07052017,HOME,B,nj0nJgUkUNwWpmUCejJd60WRHNCRnxT8VixXL1BNsCXt2JeMYR6LwY0CcSrl,RED,new
1001366,x2019aix,0,05022019,HOME,L,Jf3i1zq3jc071SaQuJL0PKD9FzeZ41id0SiWqTVStNwMRrrVoKjAhcDq3a1b,AQUA,decent
1001367,x2015ahb,$32.00,16032019,HOME,B,n4N2i5w3uBWTDLef2vNu6jbT4d7Xr7nsBIJy24NxozeXHVyjUczljSalfDga,ORAN,new
1001368,x2019asy,0,23112020,HOME,L,3jnNlhCuHJqmGOZr4qILyiwOERBv8Jq5m64f4ra8pmcVW3KonmqHyAgajDvY,INDI,decent
1001369,x2018agn,$53.00,19092020,HOME,B,sO3Zxd858jGd9OM0AK9YNeyH3lCzSMaEudHWZnEajZ20172kQPB4Nmmq72wz,RED,mint
1001370,x2016akq,0,18002020,HOME,L,gNrkJs6GjA9EOrgauNoCcQ8pjjQFUbqrhcxwoYUey5x0hOKiriZ7ORT6sAQh,YELL,mint
1001371,x2020awi,$69.00,06082017,HOME,B,6bY9xFnVppGZaWpZBiFHHt9ZCYOKMG1EGQQCctPZN59RrmmW5dJmdypVL0do,BROW,used
1001372,x2015acp,0,23092015,HOME,L,vNUelNwWgiRuucHBgGPcXUneshZ8SDhI5m2Dvfmvvq8i4sWnkYLxHmR03675,GOLD,new
1001373,x2016aer,$50.00,03042016,HOME,B,8rTgWIde80LVQuqjCdzvI9M4kc6u5WpYTiwZ4FSJN4czjMbDZDO2TDrForPm,ORAN,mint
1001374,x2016agj,0,19102016,HOME,L,L58TDf46S5GNG9cc6EvbgzTrAOuOPuhHdgoEVkEsBRaasLHVcIi4RcP2AN1P,BROW,poor
1001375,x2016aug,$69.00,17082018,HOME,B,mk0IDQhn47Dpmsc6pMaPHueBXYUGVqQvr0lPoz7DdlbL73XziqqnfZz3XjEr,BLUE,poor
1001376,x2015abm,0,12072017,HOME,L,hxtVZMn1ccixpEBCvqgRstlJCtwPmA9CsIFyNm0PQ27p8XmfA1wVYg13Wova,GREE,mint
1001377,x2014bdp,$51.00,12092018,HOME,B,leZK7xiL8CmOLHsLCcZ57bTI5FbGdO9JNIVr6ExjnbB0Gzx6vuufgozrTTlE,MARO,used
1001378,x2014aii,0,12022017,HOME,L,hQQEr59KiOpPD66yEpeuyX0ZzE64pXHrz7PY2AiAFF05cpHui17hiLH6Rm37,TURQ,used
1001379,x2017bma,$81.00,11022019,HOME,B,RnnKnJz4QD8J9KFh9l8Y8S53OApW0yqIdgdZwWYA9JlRYW6p9RZ79VzuJBSx,INDI,used
1001380,x2016ayo,0,18082017,HOME,L,U7pZiNdy2S38Wf2VnK1q4EoOKyvz4Wyfi1ohEyXS2V94PJ3IDefU394GT0tD,TEAL,used
1001381,x2015biv,$91.00,01042020,HOME,B,YECyITWNHqstmaJsZTdhsNASIGFPcQ67kuYrGp7OptsHcsRIqYsVWRGmZHrS,BROW,used
1001382,x2015arl,0,13092018,HOME,L,rxxDMbXGOuVyl7SEBJXKoJFrPRdu0J1bfoSc08Ol1odxRF0Mt29r7knXNW3x,INDI,mint
1001383,x2018agh,$101.00,23072015,HOME,B,0ssIrVZA0wXUbCvHB04Y35xT2zcRBo4ZLLYhqcgouQyTLmSdkV9ym91A21i5,INDI,decent
1001384,x2016afc,0,15022017,HOME,L,0obUQD2G9xiIPsUq2cjTonFu8EWI7tpLxxyXJDH568AFyffJuHdXZuXFpUwL,RED,mint
1001385,x2016ahz,$33.00,25052016,HOME,B,mqeyiM7zh57l0Ugop25baDl0IFVciqcyIBPQ9FdWh9fUzoILaRE68kUt8KyC,YELL,used
1001386,x2016baz,0,17012019,HOME,L,BIqU6inptIXFtKkEj1JyXBIoY9FWvFANGiMY57vgbVLZ7iftI9aU8248eYdd,TURQ,new
1001387,x2014ars,$56.00,19032018,HOME,B,yon8T0GmtHZB6cCyA93TOjsq2zL6YaOhK5HW1dkpLyHFLhD6teSsJ9mMsUrD,OLIV,mint
1001388,x2019bdk,0,15082016,HOME,L,izw2qmWeP9M2MlIqJI4ezyejpEn10Vc08k9GtlByl5HNa8TSOQUTZ71NDevW,GOLD,mint
1001389,x2014bfe,$19.00,01032019,HOME,B,jzkE1by0Ght3AV5vwkFlvggmwp4DG7MgiRxdCO1pXC0ukIuEfGDokbrkfHEu,GOLD,used
1001390,x2019aty,0,25062020,HOME,L,lmngZIFSfrqXVVVfdGC5MXjWXraPJ6mzd1kvtMXmyBIiGM27uwOkYmADEdgc,BLAC,poor
1001391,x2018agd,$72.00,15052019,HOME,B,7xmmUeAie3ZwhJily0L70NBLkElR4CFKrYxwoXdJVOBRJdmFKN36T00YWByl,INDI,poor
1001392,x2017abx,0,20072015,HOME,L,kG8uZq8ZbLHdXyGYerKu5oCWAX6iQAVcQ4xThJscEO68JYhplwo6JzqlMz9k,PINK,used
1001393,x2020bgn,$35.00,24042019,HOME,B,MjhCifE6YgDU0Xb2xWzK6n8oosx3YmQzvmD96Xt5cpkhe94WVAAnK1crkg9C,PINK,mint
1001394,x2019aka,0,24012018,HOME,L,7GtS8mQp6Sa2oAOKnnpMzMmsyMBdETN7WKNlEslB1vgY5W2gtA80jt0v7O7t,INDI,new
1001395,x2017aig,$104.00,16082015,HOME,B,bdeqIJRyxrlHPW1YZzekcBrcAwCnbEUg8Snuj6Byehc5pR4VUdVQGndRonyB,PINK,used
1001396,x2014avf,0,23032018,HOME,L,6U7SebgqAclkQwtcHcs4zgFUxTBbiOICeVIzC2bi7gz57eQEUp5rGgcZYyeP,GREY,poor
1001397,x2018all,$30.00,12092020,HOME,B,5iQLApKlQLjdVZTk53Fr8mrR84wsLMIaraYau8PQWnY1gXJThFjKKMReIHaZ,BLAC,decent
